page,column,line,source,page_score,row
14,1,"A.-B. Hugo Hartig, J., 19990—19400",text,2310,28
14,1,"A.-B. G. Hartmanns maskinaffär, Kl., 11170 -11100",text,2310,29
14,1,"A.-B. Hasselbacken, O., 131830-146100",text,2310,30
14,1,"A.-B. Hasselbacken, Kl., 10000—",text,2310,31
14,1,"A.-B. Hasselblad-Scholander, J., 18460—",text,2310,32
14,1,"A.-B. Havannamagasinet, Kl., 7310—35000",text,2310,33
14,1,"A.-B. Havannamagasinet, M., 17930—",text,2310,34
14,1,"A.-B. Hem på landet, Kl, 12030—47300",text,2310,35
14,1,"A.-B. Hemtrefnad, H., -10400",text,2310,36
14,1,"A.-B. Herzog, P., & Söner, J., 33930 —33200",text,2310,37
14,1,"A.-B. Heyman & Olesen, Kl., 81850—91200",text,2310,38
14,2,"A.-B. B. A. Hjorth & C:o, Kl., 257210 262900",text,2310,1
14,2,"A.-B. Andrew Hollingworth & C:o, Kl., 92930—127800",text,2310,2
14,2,"A.-B. Ingenjörsbyrån Allians, Kl., 15470 —19100",text,2310,3
14,2,"A.-B. Installatör, J., 26880—29300",text,2310,4
14,2,"A.-B. Karlssons, Mauritz, cementgjuteri, Kl., 3000—4600",text,2310,5
14,2,"A.-B. Karta & Oaxens kalkbruk, Kl., 48430-126400",text,2310,6
14,2,"A.-B. Klintberg, C. Alb., Kl., 11510—11300",text,2310,7
14,2,"A.-B. Kontraktor, J., 19760—18600",text,2310,8
14,2,"A.-B. Kungsträdgården, J., —60400",text,2310,9
14,2,"A.-B. Kurola, Mt., 4570—4500",text,2310,10
14,2,"A.-B. Br:na Ljunggren, A., 16330—17200",text,2310,11
14,2,"A.-B. Mejerigårdarna, A., -500",text,2310,12
14,2,"A.-B. Mälareprovinsernas bank, N., 458400 —1397900",text,2310,13
14,2,"A.-B. Mälarmejeriet, H., —39600",text,2310,14
14,2,"A.B. Nordiska kompaniet, H., 97720—",text,2310,15
14,2,"A-B Nordiska Kreditbanken, N., 7970—",text,2310,16
14,2,"A.-B. Nordiska Kreditbanken, A., 7090—",text,2310,17
14,2,"A.-B. Nordiska Kreditbanken, M., 4520—",text,2310,18
14,2,"A.-B. P. A. Norstedt & Söner, N., 109870 —247100",text,2310,19
14,2,"A.-B. Nye Danske Brandfors.-selskab, J., 2060—6000",text,2310,20
14,2,"A.-B. Pensionatet, J., 6970—6200",text,2310,21
14,2,"A.-B. Providentia, N., 202840—782500",text,2310,22
14,2,"A.-B. Pumpseparator, Kh., 353500—",text,2310,23
14,2,"A.-B. H. Sackman, A., 32570—30500",text,2310,24
14,2,"A.-B. Sanatorievård, J., -8900",text,2310,25
14,2,"A.-B. Carl Schnell & C:o, Kl., 82640—130700",text,2310,26
14,2,"A.-B. Sidenhuset, J., 160990—153200",text,2310,27
14,2,"A.-B. Skyltställ, H., 9450—9200",text,2310,28
14,2,"A.-B. Skönyiks Intressenter, O., -108400",text,2310,29
14,2,"A.-B. Sleipner, J., 3080—24900",text,2310,30
14,2,"A-B.V.Sonesson & C:o, K1., 6000—",text,2310,31
14,2,"A.-B. Skofabriken Star, Mt., 15270—14200",text,2310,32
14,2,"A.-B. Stille-Werner, Kh., 49130-49900",text,2310,33
14,2,"A.-B. Stille-Werner, K1., 6000—",text,2310,34
14,2,"A.-B. Stockholms arbetarhem, H., -25400",text,2310,35
14,2,"A-B. Sthlms Diskontobank, G., 11310—",text,2310,36
14,2,"A-B. Sthlms Handelsbank, Kh., 23500—",text,2310,37
14,2,"A.-B. Stockholms pantaktiebank, H., 4380-68100",text,2310,38
15,1,Telegramadress: Privatbanken.,text,1255,1
15,1,"Emottager penningar på depositions-, kapital-, sparkasse- samt upp- och afskrifningsräkning.",text,1255,2
15,1,"Diskonterar växlar, beviljar lån och kassakreditiver, försäljer postremissväxlar m. m.",text,1255,3
15,1,"Rikstel, 92 69",text,1255,4
15,1,advokat. (f. d. kanslisekr. och kommissionär i k. finansdep.) Stockholm • Birgerjarlsgatan 31.,text,1255,5
15,2,"A.-B. Sthlms Privatassistans, Kl., 91030 —100200",text,1255,1
15,2,"A.-B. Sthlms Privatassistans, J., 8000—",text,1255,2
15,2,"A.-B. Sthlms Privatassistans, A., 5100—",text,1255,3
15,2,"A.-B. Stockholmstelefon, Kt., 37590—",text,1255,4
15,2,"A-B. Stockholmstelefon, G., 22300—",text,1255,5
15,2,"A-B. Stockholmstelefon, H., 21510—",text,1255,6
15,2,"A.-B. Stockholmstelefon, Kh., 10350—",text,1255,7
15,2,"A.-B. Stureplan, J., -34000",text,1255,8
15,2,"A.-B. Svensk Damtidning, O., 8680—7900",text,1255,9
15,2,"A.-B. Syrefast Murning, J., 7640—7600",text,1255,10
15,2,"A.-B. A. Söderberg & C:o, Kl., 241930—242000",text,1255,11
15,2,"A.-B. Södermalms h. läroanstalt för flickor, M., 4800—4600",text,1255,12
15,2,"A.-B. Södertörns villastad, E., -6000",text,1255,13
15,2,"A.-B. Tabacos, Kh., 4530—13800",text,1255,14
15,2,"A.-B. Tobaksfabriken Skandinavien, Kh., 4040—3900",text,1255,15
15,2,"A.-B. Tor. mek. verkstad, H., 5000—5000",text,1255,16
15,2,"A.-B. Wallinska flickskolan, A., 10310—9900",text,1255,17
15,2,"A.-B. Valor, Kl., 11590—11500",text,1255,18
15,2,"A.-B. Wasa kafferosteri, Kh., 5290—5100",text,1255,19
15,2,"A.-B. John Werner & C:o, H., -54600",text,1255,20
15,2,"A.-B. Gunnar Westrell, Kl., 12710-12400",text,1255,21
15,2,"A.-B. Victoriamejeriet, Kl., 10450—11400",text,1255,22
15,2,"A.-B. Viksberg, J., -18300",text,1255,23
15,2,"A.-B. Th. Winborg & C:o, M., 36460—45200",text,1255,24
15,2,"A.-B. Visby cementfabrik, 1950—80500",text,1255,25
15,2,"A.-B. Västeråsmaskiner, Kl., -90600",text,1255,26
15,2,"A.-B. Ångpontonkranarna, Kt., 9960—9300",text,1255,27
15,2,"A.-B. Öhmanska bageriet J. Westerdahl, Kt., -11600",text,1255,28
15,2,"A.-B. Örby Förstad, J., 8110—41100",text,1255,29
15,2,"A.-B. Östermalms saluhallar, H., —20600",text,1255,30
15,2,"Aktiv, handelsakt.-bol., E, 13830—434400",text,1255,31
15,2,"Albertini, J. M. I., fondhandl., H., 7260—6300",text,1255,32
15,2,"Albertini, R. H. I., representant, H., 4150—4100",text,1255,33
15,2,"Albertsson, A. A., kontorist, A., 5200—4700",text,1255,34
15,2,"Albihn, H. F., civiling., Mt., -18000",text,1255,35
15,2,"Alby kloratfabriksakt.-bol., E., —11200",text,1255,36
15,2,"Aldén, G. A., skriftst., A., 12730—12100",text,1255,37
15,2,"hustru, A. L., 1260—1700",text,1255,38
16,1,"Alderin, R. W., disp., Kh., 17550—18000",ref_text,1965,1
16,1,"hustru, E. K., 60—1500",ref_text,1965,2
16,1,"Alderin, J. R. E., ing., Kh., 4060—4000",ref_text,1965,3
16,1,"Aleman, O. A. E., prakt. läk., J., 4900—17500",ref_text,1965,4
16,1,"Alenius, J. A., sjukgymnast, H., 630—4000",ref_text,1965,5
16,1,"Alexander, D., köpman, Kl., --38300",ref_text,1965,6
16,1,"Alexandersson, S. A., agent, E., 4000—4000",ref_text,1965,7
16,1,"Alexanderson, G. A. H., bankdir., G., 14820—12400",ref_text,1965,8
16,1,"Alexanderson, C. A., f. d. bruksägare, E., 10600—37000",ref_text,1965,9
16,1,"Alexanderson, E. A. G., domänfiskal, E., 6400–6300",ref_text,1965,10
16,1,"Alexandersson, N. E., prof., H., 11840—18300",ref_text,1965,11
16,1,"Alexandersson, A. G. A., registrator, O., 4270—4000",ref_text,1965,12
16,1,"Alexanderson, A. E. M. L., änkefru, Mt., 3230—6500",ref_text,1965,13
16,1,"Alexandersson, J. G. A., änkefru, O., 7980 —10000",ref_text,1965,14
16,1,"Alexandersson, K. E. J., f. d. öfverstelöjtn., O., 4270—14100",ref_text,1965,15
16,1,"Alexisson, F. P., auktionskomm., E. 5480 —5400",ref_text,1965,16
16,1,"Alfeld, O. A:son, tjm., O., 4430—4000",ref_text,1965,17
16,1,"Alfheim, C. R., bokauktionskomm., M. 4560—4000",ref_text,1965,18
16,1,"hustru, H. W., 1350—1200",ref_text,1965,19
16,1,"Alfort, J. M., dir., Kh., 10000—10100",ref_text,1965,20
16,1,"Alfvén, D., fabriksidkare, J., 8750—",ref_text,1965,21
16,1,"Alfvén, C. A., prakt. läk., J., 8840—7100",ref_text,1965,22
16,1,"hustru, G. M. K., —700",ref_text,1965,23
16,1,"Algers,H.,civiling.,O.,5400-5200",ref_text,1965,24
16,1,"Algren, T., bokhåll., Mt., 5640—3300",ref_text,1965,25
16,1,"hustru, L. M., 2120—2400",ref_text,1965,26
16,1,"Algren, H. C., änkefru, O., —6100",ref_text,1965,27
16,1,"Alin,E.F.E.,prof.,E.,21620-27600",ref_text,1965,28
16,1,"Alingsås bomullsväfveriakt.-bol:s nederlag i Stockholm, KI., 9680—",ref_text,1965,29
16,1,"Alland, K. E. W. A: son, tyging., H.. 6010—5500",ref_text,1965,30
16,1,"Allander, O. E., bankkamrer, H., 5210—4800",ref_text,1965,31
16,1,"Allard, J. V, f. d plåtslag.-ml., N., 4000 —6000",ref_text,1965,32
16,2,r största urval hos,text,1965,1
16,2,"Allard, B. H., underlöjtn., N., 4770—4600",ref_text,1965,2
16,2,"Allgulin,L.M.M.,bokh.,Mt.,4350—4500",ref_text,1965,3
16,2,"Alliance Assurance Company Ltd, A., 8270 —7700",ref_text,1965,4
16,2,"Alling, J. A., dir., E., 6000-6000",ref_text,1965,5
16,2,"Allmänna Brandförsäkringsverket för byggnader å landet, N., 94690—91300",ref_text,1965,6
16,2,"Allm. Försvarsföreningen, J., 3040—6300",ref_text,1965,7
16,2,"Allmänna Lifförs.-bol., H., 106720—129300",ref_text,1965,8
16,2,"Allmänna lifförsäkringsbolagets förlagsakt.-bol., H., 9040–8400",ref_text,1965,9
16,2,"Allmänna Pensionsförsäkringsbolaget, H., 30490—50200",ref_text,1965,10
16,2,"Allmänna Pensionsförsäkringsbolagets Förlagsakt.-bol., H., 11180—10700",ref_text,1965,11
16,2,"Allm. svenska elektr. akt.-bol., Kl., 53870—",ref_text,1965,12
16,2,"Allm. svenska elektr. akt.-bol:s filial, Kl., 37250—",ref_text,1965,13
16,2,"Allmänna änke- och pupillkassan, N., 57550—66800",ref_text,1965,14
16,2,"Allum, T., skådespelare, Mt., 4690—3900",ref_text,1965,15
16,2,"hustru, S., 680—600",ref_text,1965,16
16,2,"Alm, J. E., byråing., Mt., 6200—5700",ref_text,1965,17
16,2,"Alm,M.R.,handelsidk:a,O.,7620-8000",ref_text,1965,18
16,2,"Alm, C. J., maskining., Kl., 5840—5500",ref_text,1965,19
16,2,"Alm, C. S., roteman, O., 9550—13000",ref_text,1965,20
16,2,"hustru, A. V., 600—600",ref_text,1965,21
16,2,"Alm, J. Hj., vinhandl., G., 29630—31200",ref_text,1965,22
16,2,"Almberg, R. Fr., prakt. läkare, A., 10240 —9900",ref_text,1965,23
16,2,"Almberger, A. H., postkontr., A., 5060—5300",ref_text,1965,24
16,2,"Almborg, J. V., handl., A., 4440—4300",ref_text,1965,25
16,2,"Almborg, K. G. S., handl., A., 6530—5400",ref_text,1965,26
16,2,"Almén, K. M., fröken, E.. 3410—5600",ref_text,1965,27
16,2,"Almén, T. A., rev.-sekr., E.. 8460—11700",ref_text,1965,28
16,2,"Almén, S. C., änkefru, E., 2930—12300",ref_text,1965,29
16,2,"Almer, N., bankkamrer, E.. 10880—10400",ref_text,1965,30
16,2,"Almér, A., disp., M.. 7610—8500",ref_text,1965,31
16,2,"Almgrens akt.-bol., N., 35730—35700",ref_text,1965,32
16,2,"Almgren, E. Y., apot., Kh., 3180—2800",ref_text,1965,33
16,2,"hustru, M. C. E., Kh., 1540—1400",ref_text,1965,34
16,2,"Almgren, G. S. K., bokhållare, M., 12090 —15800",ref_text,1965,35
16,2,"Almgren, E. Hj. B., disp., Kt., 17000—16300",ref_text,1965,36
16,2,"Almgren, E., fröken, E., 1130–4100",ref_text,1965,37
16,2,"Almgren, J. C., fröken, E., 4120—26500",ref_text,1965,38
17,1,"Almgrens, O., grossh., oskiftade stärbh., M., -27403",ref_text,2085,1
17,1,"Almgren,S.V.,grossh.,A..5670-9100",ref_text,2085,2
17,1,"Almgren, K. G. E., f. d. hofrättsråd, E., 11560—19800",ref_text,2085,3
17,1,"Almgren, H. V., ing., E., 1650—4300",ref_text,2085,4
17,1,"Almgren, A. L. N., f. d. postm., Kt., 4000 —3500",ref_text,2085,5
17,1,"Almgren, G. E., sekr., A., 5790—4700",ref_text,2085,6
17,1,"Almgren, L. E. C., änkefru, M., 2030—6800",ref_text,2085,7
17,1,"Almgren, P. M. C., änkefru, E., 3170 —6800",ref_text,2085,8
17,1,"Almgren, M. Ch., änka, Kt., 3970—5200",ref_text,2085,9
17,1,"Almin, K. A., folkskoli., Kh., 3850—3600",ref_text,2085,10
17,1,"hustru, A. W., 2980—2700",ref_text,2085,11
17,1,"Almin, K. E., lärare, Mt., 3340—3100",ref_text,2085,12
17,1,"hustru, S. M., 1670—1500",ref_text,2085,13
17,1,"Almlöf, A. H., f. d. trafikinsp., Kh., 8680—9500",ref_text,2085,14
17,1,"Almlöf, A. N., f. d. trafikchef, O., 1000 —18100",ref_text,2085,15
17,1,"Almqvist, B. E., arkitekt, E., 770—5600",ref_text,2085,16
17,1,"Almqvist, B. E., arkitekt, J., 4680—",ref_text,2085,17
17,1,"Almkvist, B., dir., Kh., 2990—11900",ref_text,2085,18
17,1,"Almqvist, J., dir., Kl., 12000—11600",ref_text,2085,19
17,1,"Almqvist, J. A., fil. d:r, J., 8270—21000",ref_text,2085,20
17,1,"Almkvist, G. V., fil. magister, H., 2710—4300",ref_text,2085,21
17,1,"Almqvist, A. H. A., fru, H., 4680—4600",ref_text,2085,22
17,1,"Almqvist, S., fru, H., 4000—",ref_text,2085,23
17,1,"Almqvist, H. V., fröken, G., 3420-4600",ref_text,2085,24
17,1,"Almqvist, J. J. K., fröken, G., 3610—4900",ref_text,2085,25
17,1,"Almkvist, A. L., e. o. hofr.-not., Mt., 2770 -8800",ref_text,2085,26
17,1,"Almqvists, S., hofrättsråd, stärbh., E., 640—8800",ref_text,2085,27
17,1,"Almqvist, E. K., kanslisekr. (afliden), O., 2000—66900",ref_text,2085,28
17,1,"Almqvists, E. K., kanslisekr., stärbh., O. —30400",ref_text,2085,29
17,1,"Almqvist, B. H., kapten, H., 1180—17700",ref_text,2085,30
17,1,"Almqvist, E. J. R., kapten, Kh., 7120—7000",ref_text,2085,31
17,1,"Almqvist, A. K. V., notarie, A., 8280—7700",ref_text,2085,32
17,1,"Almkvist, J. R., prakt. läk., H., 19810—20400",ref_text,2085,33
17,1,"Almqvist, E. B., prof., H., 8950—9000",ref_text,2085,34
17,1,I TAXERINGSMÅL,text,2085,35
17,2,"Almqvist,S.H.V.,revisor,E.,3550-5100",ref_text,2085,1
17,2,"Almquist, I. H., t. f. stadsnot., O., 16440—16600",ref_text,2085,2
17,2,"Almqvist, K. O. E., stat.-skr., G., 4420—3800",ref_text,2085,3
17,2,"Almqvist, A. M. S., änkefru, E., 1110—6600",ref_text,2085,4
17,2,"Almqvist, A. S., änkefru, E., 440—11600",ref_text,2085,5
17,2,"Almqvist, H. E. B., änkefru, A., 3780—4000",ref_text,2085,6
17,2,"Almqvist, H. M., änkefru, J., 7240—23900",ref_text,2085,7
17,2,"Almqvist, T. B. K., änkefru, E., 3450—-5300",ref_text,2085,8
17,2,"Almstedt, E. G., kassör, H., 6680—6000",ref_text,2085,9
17,2,"Almstedt, H. T., reseombud, O., 9200—8600",ref_text,2085,10
17,2,"Almstedt, A. N., restauratör, H., 1000—13000",ref_text,2085,11
17,2,"Almström, C. F., agent, E., 3350—5300",ref_text,2085,12
17,2,"Almströms, R., bruksäg., stärbhus, Mt., 10430—30200",ref_text,2085,13
17,2,"Almström, R., bruksäg., Mt., 21640—29100",ref_text,2085,14
17,2,"Almström, K. V., disp., Mt., 14560—14700",ref_text,2085,15
17,2,"Almström, O. H., disp., Mt., 18650—16500",ref_text,2085,16
17,2,"Almström, K. G. A., klädesh., E., 1240—9600",ref_text,2085,17
17,2,"Alrutz, O. R., advokat, J., 16340—",ref_text,2085,18
17,2,"Alrutz, A. O., f. d. byggn.-chef, J., 14240—14600",ref_text,2085,19
17,2,"Alrutz, E. T., ing., G., 5000—4200",ref_text,2085,20
17,2,"Alrutz, H., änkefru, E., 2720—18100",ref_text,2085,21
17,2,"Alsén, G. R., dir., H., 7610—6900",ref_text,2085,22
17,2,"Alson, G. A., ing., H., 4480—4200",ref_text,2085,23
17,2,"hustru, E. A. M., 1080—1000",ref_text,2085,24
17,2,"Alströmer, J. M., kammarjunkare, E., 4600 —3600",ref_text,2085,25
17,2,"Alströmer, C. A. J., f. d. kansliråd, H., 4820—7100",ref_text,2085,26
17,2,"Altahr-Cederberg, A. F., tjm., O., 2250—1900",ref_text,2085,27
17,2,"hustru, W., 1850—2900",ref_text,2085,28
17,2,"Althainz, Maria, omyndig, J., 58340—94600",ref_text,2085,29
17,2,"Althainz, M. A. H., änkefru, J., 29080—58700",ref_text,2085,30
17,2,"Althén, C. V., byggm., A., 5700—7300",ref_text,2085,31
17,2,"Althin, N. P., byggm., J., 13000—7900",ref_text,2085,32
17,2,"Althin, C., öfverlärare, O., 9080—7700",ref_text,2085,33
17,2,"lämnas sakkunnigt biträde af jur. kand., v. häradshöfding grefve",text,2085,34
17,2,Birgerjarlsgatan 31.,text,2085,35
18,1,"Althoff, J. P. R., handl., E., 13870—14300",text,1820,1
18,1,"Altrichter, I. A., kont.-chef, O., 5280—4600",text,1820,2
18,1,"Alvin, G. A., prakt. läk., H., 11200—11600",text,1820,3
18,1,"Alving, B. O. N., byråassistent, Kl., 4580—4300",text,1820,4
18,1,"Alving, G. V., fil. kand., O., 5810—5200",text,1820,5
18,1,"Ambrosiani, K. S. F., fil. d:r, E., 3100—5500",text,1820,6
18,1,"Ameen, E., författarinna, Mt., 820—5000",text,1820,7
18,1,"Améen, H. E. L., justitieråd, H., 13020 —13000",text,1820,8
18,1,"Ameen, M. G. J. L., konsul, N., 11450—13000",text,1820,9
18,1,"Améen, H. G., öfverste, E., 4780—6900",text,1820,10
18,1,"Ameln, C., bankdir., E., 15410—18700",text,1820,11
18,1,"Ameln, O. G., verkst. dir., O., 12610—19300",text,1820,12
18,1,"Ameln, R., dir., H., 16690—19900",text,1820,13
18,1,"Ameln, A. M., fröken, O., 3690—5700",text,1820,14
18,1,"Ameln, L. M. E., fröken, H., 3740—4700",text,1820,15
18,1,"Ameln, M. E., änkefru, O., 30590—35400",text,1820,16
18,1,"Amerikanska gummiakt.-bol., J., 20240—21400",text,1820,17
18,1,"Amerikansk Cycle Import, A.-B., Ad., 18460—17400",text,1820,18
18,1,"Amilon, C. J., apot., Kh., 3110—2700",text,1820,19
18,1,"hustru, S. E., 1730—1600",text,1820,20
18,1,"Amilon, E., änkefru, O., 320—7300",text,1820,21
18,1,"Ammilon, L. S., änkefru, O., 6950—12400",text,1820,22
18,1,"Aminoff, A. T., civiling., Mt., 5530—5000",text,1820,23
18,1,"Aminoff, F. L., v. häradsh., O., 7580—11700",text,1820,24
18,1,"Aminoff, B., roteman, Kt., 4850—4200",text,1820,25
18,1,"Aminoff, G. K. G., ryttm., O., 4450—20300",text,1820,26
18,1,"Aminoff, K. A., sjökapten, H., 6420—5300",text,1820,27
18,1,"Aminoff, E. C. A., änkefru, O., 14840—105600",text,1820,28
18,1,"Amnér, A., riksb.-tjm., O., 4540—4200",text,1820,29
18,1,"Amundsson, K. A. B., militärattaché, N., 8820—7900",text,1820,30
18,1,"Amundson, T. A. A., prakt. läkare, Kl.. 6420—6000",text,1820,31
18,1,"Amundson, A., skomakarm., Kt., 1900—7500",text,1820,32
18,1,"Anckarsvärd, P. G. A. C., minister, N., 24540—34700",text,1820,33
18,1,"hustru, M. M. A., 5040—9000",text,1820,34
18,2,i största urval hos,text,1820,1
18,2,"Anckers, N. E., kommendör, J., 9320—9500",text,1820,2
18,2,"hustru, H., 200—200",text,1820,3
18,2,"Andals byggnadsställnings akt.-bol., Mt., 12310—11800",text,1820,4
18,2,"Andal,H.E.,kamrer,A.,26940--27000",text,1820,5
18,2,"Andal, H. A., kontorsskrifvare, Mt., 3460—5100",text,1820,6
18,2,"Andal, H. C., kontorsskrifvare, Mt., 2150—4200",text,1820,7
18,2,"Ander, N. A:son, bokförl., Mt., 4000—4100",text,1820,8
18,2,"Ander, A., grossh., E., 6950—",text,1820,9
18,2,"Anderberg, E., byggn.-ing., J., 650—9300",text,1820,10
18,2,"Anderberg, A. W., kamrer, Mt., 8000—20100",text,1820,11
18,2,"Anderberg, C. G. G., v. konsul, N., 11390 -10800",text,1820,12
18,2,"Anderberg, J. I. A:son, kontorist, G., 3000—2700",text,1820,13
18,2,"hustru, A. M., 1790—1300",text,1820,14
18,2,"Anderberg, J. A., kontorist, G., 4300—4000",text,1820,15
18,2,"Anderberg, L. J., köpman, E., 6870—6800",text,1820,16
18,2,"Anderholm, N. G. A., tjm., G., 4340—4100",text,1820,17
18,2,"Anderssen & Pohl, akt.-bol., Kh., 13620 —13500",text,1820,18
18,2,"Andersen, P. W., dir., Kh., 5450—6400",text,1820,19
18,2,"Andersen, J. L. S., fröken, Kl., 4120—",text,1820,20
18,2,"Andersén, B. Th., Kt., 6490—6100",text,1820,21
18,2,"Andersén, A. J., k. kammarmusiker, Kt. 4040—",text,1820,22
18,2,"Anderzon, C. A., f. d. affärsidkare, A., -5200",text,1820,23
18,2,"Andersson, C. E. K., agent, N., 1020—1000",text,1820,24
18,2,"hustru, A. C., 5430—5000",text,1820,25
18,2,"Andersson, G. G., agent, E., 450–400",text,1820,26
18,2,"hustru, H. A. V., 3550–3900",text,1820,27
18,2,"Andersson, J. M. C., agent, J., 6000—6200",text,1820,28
18,2,"Andersson, O. W., amanuens, O., 7990—7800",text,1820,29
18,2,"Andersons, J., bagare, stärbh., Kt.. 4410 —12700",text,1820,30
18,2,"Andersson, C. L., bageriidk., Mt., 11110 —20300",text,1820,31
18,2,"Andersson, H., bageriidk:a, M., 5750—7100",text,1820,32
18,2,"Andersson, Nanny, bitr., J., 4220—4800",text,1820,33
18,2,"Anderssons, J. A., bleck- & plätslageri, akt.-bol., J., 16600—15500",text,1820,34
18,2,19—21,text,1820,35
18,2,Regeringsgatan,text,1820,36
19,1,"Andersson, A., blomsterh., Ad., 7410—6800",text,1960,1
19,1,"Anderson, A. G. A., bokbindarm., Kl., 9610—9800",text,1960,2
19,1,"Andersson, C. J. V., bokhåll., Kh., 5820—5100",text,1960,3
19,1,"hustru,A.W.V.,1800—1600",text,1960,4
19,1,"Anderson, F. A., bokhåll., J., 6930—6300",text,1960,5
19,1,"Andersson, F. J., bokhåll., Kh., 5230—4700",text,1960,6
19,1,"hustru, F. H. M., 1200—1100",text,1960,7
19,1,"Andersson, G. A., bokhåll., M., 7450—6800",text,1960,8
19,1,"Andersson, N., bokhåll., M., 4100—3800",text,1960,9
19,1,"Anderson, N., boktr., Kt., 520-7300",text,1960,10
19,1,"Andersson, N., boktryckare, N., 6750—",text,1960,11
